Id,Nombre,Apellido,Precio,CodigoVuelo,TipoPasajero,EstadoVuelo
331,Booth,Pino,15000.000000,TU678Aterrizado,EconomyClass,Aterrizado
332,Eden,Palma,18000.000000,TU678Aterrizado,EconomyClass,Aterrizado
333,Cornie,Moreno,15000.000000,TU678Aterrizado,EconomyClass,Aterrizado
334,Isak,Sanhueza,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
335,Rand,Carvajal,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
336,Dominique,Navarrete,37000.000000,TU678Aterrizado,EconomyClass,Aterrizado
337,Lira,Sáez,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
338,Filbert,Alvarado,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
339,Nona,Donoso,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
340,Melloney,Poblete,33000.000000,TU678Aterrizado,EconomyClass,Aterrizado
341,Rafaello,Bustamante,37000.000000,TU678Aterrizado,EconomyClass,Aterrizado
342,Floria,Toro,12000.000000,TU678Aterrizado,EconomyClass,Aterrizado
343,Johannes,Ortega,18000.000000,TU678Aterrizado,EconomyClass,Aterrizado
344,Genevra,Venegas,10000.000000,TU678Aterrizado,EconomyClass,Aterrizado
345,Aldric,Guerrero,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
346,Janeta,Mendoza,10000.000000,TU678Aterrizado,EconomyClass,Aterrizado
347,Tarra,Farías,12000.000000,TU678Aterrizado,EconomyClass,Aterrizado
348,Jefferey,SanMartín,33000.000000,TU678Aterrizado,EconomyClass,Aterrizado
349,Cassie,González,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
350,Maiga,Fernández,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
351,Heddi,Rodríguez,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
352,Marieann,López,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
353,Carita,Martínez,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
354,Kurtis,Sánchez,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
355,Wilfred,Pérez,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
356,Isabelle,Gómez,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
357,Nisse,Martín,37000.000000,TU678Aterrizado,EconomyClass,Aterrizado
358,Ula,Jiménez,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
359,Tully,Ruiz,18000.000000,TU678Aterrizado,EconomyClass,Aterrizado
360,Honor,Hernández,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
361,Sinclair,Díaz,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
362,Buddy,Moreno,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
363,Neilla,Álvarez,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
364,Junie,Muñoz,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
365,Neely,Romero,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
366,Klarrisa,Alonso,18000.000000,TU678Aterrizado,EconomyClass,Aterrizado
367,Maryellen,Gutiérrez,37000.000000,TU678Aterrizado,EconomyClass,Aterrizado
368,Clywd,Navarro,33000.000000,TU678Aterrizado,EconomyClass,Aterrizado
369,Deni,Torres,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
370,Ingrim,Domínguez,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
371,Franni,Vázquez,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
372,Andy,Ramos,37000.000000,TU678Aterrizado,EconomyClass,Aterrizado
373,Veronica,González,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
374,Dalis,Muñoz,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
375,Nanni,Rojas,25000.000000,BA249Aterrizado,EconomyClass,Aterrizado
376,Vikky,Díaz,15000.000000,BA249Aterrizado,EconomyClass,Aterrizado
377,Hussein,Pérez,25000.000000,BA249Aterrizado,EconomyClass,Aterrizado
378,Brigg,Soto,10000.000000,BA249Aterrizado,EconomyClass,Aterrizado
379,Crawford,Contreras,12000.000000,BA249Aterrizado,EconomyClass,Aterrizado
380,Fran,Silva,30000.000000,BA249Aterrizado,EconomyClass,Aterrizado
381,Silas,Martínez,15000.000000,BA249Aterrizado,EconomyClass,Aterrizado
382,Alister,Sepúlveda,33000.000000,BA249Aterrizado,EconomyClass,Aterrizado
383,George,Morales,15000.000000,TU678Aterrizado,EconomyClass,Aterrizado
384,Nonnah,Rodríguez,25000.000000,TU678Aterrizado,EconomyClass,Aterrizado
385,Gayel,López,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
386,Demeter,Fuentes,10000.000000,TU678Aterrizado,EconomyClass,Aterrizado
387,Juliann,Hernández,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
388,Shauna,Torres,25000.000000,TU678Aterrizado,EconomyClass,Aterrizado
389,Anna-maria,Araya,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
390,Ag,Flores,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
391,Sherwin,Espinoza,50000.000000,MM098EnHorario,ExecutiveClass,EnHorario
392,Vikki,Valenzuela,33000.000000,MM098EnHorario,ExecutiveClass,EnHorario
393,Barret,Castillo,10000.000000,MM098EnHorario,ExecutiveClass,EnHorario
394,Gaelan,Tapia,25000.000000,MM098EnHorario,ExecutiveClass,EnHorario
395,Livy,Reyes,20000.000000,MM098EnHorario,ExecutiveClass,EnHorario
396,Iorgos,Gutiérrez,18000.000000,MM098EnHorario,ExecutiveClass,EnHorario
397,Charil,Castro,33000.000000,MM098EnHorario,ExecutiveClass,EnHorario
398,Easter,Pizarro,30000.000000,MM098EnHorario,ExecutiveClass,EnHorario
399,Esdras,Álvarez,37000.000000,MM098EnHorario,ExecutiveClass,EnHorario
400,Prince,Vásquez,25000.000000,MM098EnHorario,EconomyClass,EnHorario
401,Vail,Sánchez,33000.000000,MM098EnHorario,EconomyClass,EnHorario
402,Rachel,Fernández,12000.000000,MM098EnHorario,EconomyClass,EnHorario
403,Bar,Ramírez,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
404,Willa,Carrasco,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
405,Amerigo,Gómez,33000.000000,TU678Aterrizado,EconomyClass,Aterrizado
406,Fredric,Cortés,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
407,Mikael,Herrera,50000.000000,TU678Aterrizado,EconomyClass,Aterrizado
408,Benson,Núñez,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
409,Sileas,Jara,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
410,Fidelia,Vergara,12000.000000,TU678Aterrizado,EconomyClass,Aterrizado
411,Frayda,Rivera,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
412,Babita,Figueroa,30000.000000,TU678Aterrizado,EconomyClass,Aterrizado
413,Clair,Riquelme,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
414,Morie,García,12000.000000,TU678Aterrizado,EconomyClass,Aterrizado
415,Skylar,Miranda,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
416,Dennie,Bravo,42000.000000,TU678Aterrizado,EconomyClass,Aterrizado
417,Sibley,Vera,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
418,Addia,Molina,20000.000000,TU678Aterrizado,EconomyClass,Aterrizado
419,Ed,Vega,18000.000000,TU678Aterrizado,EconomyClass,Aterrizado
420,Lothaire,Campos,12000.000000,TU678Aterrizado,EconomyClass,Aterrizado
421,Neila,Sandoval,15000.000000,TU678Aterrizado,EconomyClass,Aterrizado
422,Jennifer,Orellana,15000.000000,GU234EnVuelo,FirstClass,EnVuelo
423,Keelby,Cárdenas,15000.000000,GU234EnVuelo,FirstClass,EnVuelo
424,Chuck,Olivares,33000.000000,GU234EnVuelo,FirstClass,EnVuelo
425,Jordan,Alarcón,33000.000000,GU234EnVuelo,FirstClass,EnVuelo
426,Minnnie,Gallardo,20000.000000,GU234EnVuelo,FirstClass,EnVuelo
427,Carine,Ortiz,33000.000000,GU234EnVuelo,FirstClass,EnVuelo
428,Kelly,Garrido,37000.000000,GU234EnVuelo,FirstClass,EnVuelo
429,Coleman,Salazar,25000.000000,GU234EnVuelo,FirstClass,EnVuelo
430,Pincus,Guzmán,42000.000000,GU234EnVuelo,FirstClass,EnVuelo
431,Smitty,Henríquez,15000.000000,GU234EnVuelo,FirstClass,EnVuelo
432,Wade,Saavedra,12000.000000,GU234EnVuelo,FirstClass,EnVuelo
433,Emmit,Navarro,12000.000000,GU234EnVuelo,FirstClass,EnVuelo
434,Brietta,Aguilera,42000.000000,GU234EnVuelo,FirstClass,EnVuelo
435,Wesley,Parra,10000.000000,GU234EnVuelo,FirstClass,EnVuelo
436,Felicdad,Romero,18000.000000,GU234EnVuelo,FirstClass,EnVuelo
437,Any,Aravena,18000.000000,GU234EnVuelo,FirstClass,EnVuelo
438,Gardie,Vargas,12000.000000,GU234EnVuelo,FirstClass,EnVuelo
439,Leelah,Vázquez,25000.000000,GU234EnVuelo,FirstClass,EnVuelo
440,Garold,Cáceres,20000.000000,GU234EnVuelo,FirstClass,EnVuelo
441,Regine,Yáñez,10000.000000,GU234EnVuelo,FirstClass,EnVuelo
442,Tam,Leiva,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
443,Davon,Escobar,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
444,Chrissy,Ruiz,18000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
445,Ozzie,Valdés,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
446,Rina,Vidal,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
447,Guy,Salinas,42000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
448,Lenora,Zúñiga,18000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
449,Julietta,Peña,42000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
450,Alexandr,Godoy,18000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
451,Margalit,Lagos,15000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
452,Samara,Maldonado,50000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
453,Portie,Bustos,15000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
454,Korella,Medina,33000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
455,Hilly,Pino,30000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
456,Leeanne,Palma,10000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
457,Arnaldo,Moreno,10000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
458,Kassi,Sanhueza,37000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
459,Karen,Carvajal,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
460,Mac,Navarrete,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
461,Anthia,Sáez,37000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
462,Marsiella,Alvarado,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
463,Shea,Donoso,12000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
464,Liana,Poblete,15000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
465,Carley,Bustamante,12000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
466,Carlye,Toro,37000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
467,Svend,Ortega,25000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
468,Kendell,Venegas,25000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
469,Chrisy,Guerrero,15000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
470,Rod,Mendoza,50000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
471,Ramsay,Farías,20000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
472,Saidee,SanMartín,50000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
473,Erek,González,10000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
474,Salomi,Fernández,10000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
475,Coletta,Rodríguez,50000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
476,Abigael,López,12000.000000,GU234EnVuelo,ExecutiveClass,EnVuelo
477,Mariele,Martínez,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
478,Brooke,Sánchez,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
479,Benita,Pérez,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
480,Marissa,Gómez,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
481,Lionello,Martín,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
482,Tori,Jiménez,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
483,Micheil,Ruiz,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
484,Kym,Hernández,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
485,Melisse,Díaz,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
486,Bartholomew,Moreno,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
487,Rorie,Álvarez,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
488,Hedvige,Muñoz,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
489,Dorothea,Romero,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
490,Tamarah,Alonso,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
491,Skipton,Gutiérrez,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
492,Minny,Navarro,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
493,Joshia,Torres,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
494,Mirilla,Domínguez,30000.000000,GU234EnVuelo,EconomyClass,EnVuelo
495,Willey,Vázquez,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
496,Conrado,Ramos,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
497,Fredia,González,30000.000000,GU234EnVuelo,EconomyClass,EnVuelo
498,Gretchen,Muñoz,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
499,Bibbie,Rojas,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
500,Warren,Díaz,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
501,Gabi,Pérez,30000.000000,GU234EnVuelo,EconomyClass,EnVuelo
502,Callie,Soto,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
503,Patton,Contreras,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
504,Karie,Silva,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
505,Martguerita,Martínez,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
506,Lothaire,Sepúlveda,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
507,Patrice,Morales,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
508,Lin,Rodríguez,12000.000000,MM098EnHorario,EconomyClass,EnHorario
509,Cornie,López,42000.000000,MM098EnHorario,EconomyClass,EnHorario
510,Irena,Fuentes,20000.000000,MM098EnHorario,EconomyClass,EnHorario
511,Markos,Hernández,20000.000000,MM098EnHorario,EconomyClass,EnHorario
512,Bird,Torres,18000.000000,MM098EnHorario,EconomyClass,EnHorario
513,Lorna,Araya,42000.000000,MM098EnHorario,EconomyClass,EnHorario
514,Vincents,Flores,25000.000000,MM098EnHorario,EconomyClass,EnHorario
515,Torrey,Espinoza,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
516,Pernell,Valenzuela,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
517,Danya,Castillo,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
518,Erda,Tapia,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
519,Ethe,Reyes,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
520,Coop,Gutiérrez,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
521,Sheridan,Castro,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
522,Charles,Pizarro,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
523,Eddy,Álvarez,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
524,Janey,Vásquez,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
525,Edan,Sánchez,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
526,Homer,Fernández,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
527,Eveline,Ramírez,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
528,Helen-elizabeth,Carrasco,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
529,Daveta,Gómez,20000.000000,GU234EnVuelo,EconomyClass,EnVuelo
530,Mort,Cortés,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
531,Maxi,Herrera,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
532,Nathalie,Núñez,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
533,Dennison,Jara,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
534,Bunnie,Vergara,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
535,Frans,Rivera,33000.000000,BA249Aterrizado,EconomyClass,Aterrizado
536,Delmar,Figueroa,42000.000000,BA249Aterrizado,EconomyClass,Aterrizado
537,Ced,Riquelme,20000.000000,BA249Aterrizado,EconomyClass,Aterrizado
538,Caren,García,12000.000000,BA249Aterrizado,EconomyClass,Aterrizado
539,Christie,Miranda,18000.000000,BA249Aterrizado,EconomyClass,Aterrizado
540,Saunders,Bravo,25000.000000,BA249Aterrizado,EconomyClass,Aterrizado
541,Deny,Vera,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
542,Gene,Molina,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
543,Margeaux,Vega,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
544,Prisca,Campos,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
545,Domini,Sandoval,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
546,Henrie,Orellana,50000.000000,GU234EnVuelo,EconomyClass,EnVuelo
547,Marj,Cárdenas,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
548,Mab,Olivares,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
549,Josiah,Alarcón,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
550,Mathe,Gallardo,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
551,Gauthier,Ortiz,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
552,Delmore,Garrido,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
553,Lynett,Salazar,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
554,Lucais,Guzmán,42000.000000,GU234EnVuelo,EconomyClass,EnVuelo
555,Clarice,Henríquez,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
556,Aeriela,Saavedra,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
557,Babbie,Navarro,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
558,Caren,Aguilera,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
559,Jessamine,Parra,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
560,Hesther,Romero,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
561,Sasha,Aravena,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
562,Erica,Vargas,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
563,Keith,Vázquez,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
564,Briney,Cáceres,12000.000000,GU234EnVuelo,EconomyClass,EnVuelo
565,Rutherford,Yáñez,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
566,Lemmie,Leiva,18000.000000,GU234EnVuelo,EconomyClass,EnVuelo
567,Dur,Escobar,25000.000000,GU234EnVuelo,EconomyClass,EnVuelo
568,Modesta,Ruiz,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
569,Carter,Valdés,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
570,Retha,Vidal,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
571,Carma,Salinas,33000.000000,GU234EnVuelo,EconomyClass,EnVuelo
572,Antonella,Zúñiga,15000.000000,GU234EnVuelo,EconomyClass,EnVuelo
573,Sutherlan,Peña,10000.000000,GU234EnVuelo,EconomyClass,EnVuelo
574,Phillipe,Godoy,37000.000000,GU234EnVuelo,EconomyClass,EnVuelo
575,Florida,Lagos,37000.000000,HY456Demorado,FirstClass,Demorado
576,Corrina,Maldonado,15000.000000,HY456Demorado,FirstClass,Demorado
577,Adrianne,Bustos,10000.000000,HY456Demorado,FirstClass,Demorado
578,Scarlett,Medina,20000.000000,HY456Demorado,FirstClass,Demorado
579,Shel,Pino,25000.000000,HY456Demorado,FirstClass,Demorado
580,Delaney,Palma,50000.000000,HY456Demorado,FirstClass,Demorado
581,Tiphani,Moreno,33000.000000,HY456Demorado,FirstClass,Demorado
582,Grier,Sanhueza,42000.000000,HY456Demorado,FirstClass,Demorado
583,Annabell,Carvajal,15000.000000,HY456Demorado,FirstClass,Demorado
584,Basil,Navarrete,12000.000000,HY456Demorado,FirstClass,Demorado
585,Horatius,Sáez,18000.000000,HY456Demorado,FirstClass,Demorado
586,Umeko,Alvarado,30000.000000,HY456Demorado,FirstClass,Demorado
587,Hayes,Donoso,10000.000000,HY456Demorado,FirstClass,Demorado
588,Lynnette,Poblete,37000.000000,HY456Demorado,FirstClass,Demorado
589,Hesther,Bustamante,33000.000000,HY456Demorado,FirstClass,Demorado
590,Trumaine,Toro,15000.000000,HY456Demorado,FirstClass,Demorado
591,Emlyn,Ortega,50000.000000,HY456Demorado,FirstClass,Demorado
592,Corabelle,Venegas,37000.000000,HY456Demorado,FirstClass,Demorado
593,Vic,Guerrero,25000.000000,HY456Demorado,FirstClass,Demorado
594,Cyndia,Mendoza,33000.000000,HY456Demorado,FirstClass,Demorado
595,Gray,Farías,42000.000000,HY456Demorado,FirstClass,Demorado
596,Dylan,SanMartín,30000.000000,HY456Demorado,FirstClass,Demorado
597,Isabelle,González,20000.000000,HY456Demorado,FirstClass,Demorado
598,Eachelle,Fernández,37000.000000,HY456Demorado,FirstClass,Demorado
599,Howard,Rodríguez,18000.000000,HY456Demorado,FirstClass,Demorado
600,Cornall,López,18000.000000,HY456Demorado,FirstClass,Demorado
601,Emmalee,Martínez,18000.000000,HY456Demorado,FirstClass,Demorado
602,Brian,Sánchez,20000.000000,HY456Demorado,FirstClass,Demorado
603,Cahra,Pérez,50000.000000,HY456Demorado,ExecutiveClass,Demorado
604,Arvin,Gómez,50000.000000,HY456Demorado,ExecutiveClass,Demorado
605,Minda,Martín,15000.000000,HY456Demorado,ExecutiveClass,Demorado
606,Dedie,Jiménez,33000.000000,HY456Demorado,ExecutiveClass,Demorado
607,Lydia,Ruiz,15000.000000,HY456Demorado,ExecutiveClass,Demorado
608,Joshia,Hernández,25000.000000,HY456Demorado,ExecutiveClass,Demorado
609,Bernita,Díaz,15000.000000,HY456Demorado,ExecutiveClass,Demorado
610,Sayre,Moreno,33000.000000,HY456Demorado,ExecutiveClass,Demorado
611,Pearla,Álvarez,20000.000000,HY456Demorado,ExecutiveClass,Demorado
612,Fidole,Muñoz,30000.000000,HY456Demorado,ExecutiveClass,Demorado
613,Evin,Romero,12000.000000,HY456Demorado,ExecutiveClass,Demorado
614,Fredia,Alonso,20000.000000,HY456Demorado,ExecutiveClass,Demorado
615,Idalina,Gutiérrez,50000.000000,HY456Demorado,ExecutiveClass,Demorado
616,Hetti,Navarro,30000.000000,HY456Demorado,ExecutiveClass,Demorado
617,Kirk,Torres,30000.000000,HY456Demorado,ExecutiveClass,Demorado
618,Orson,Domínguez,25000.000000,HY456Demorado,ExecutiveClass,Demorado
619,Lyndsay,Vázquez,42000.000000,HY456Demorado,ExecutiveClass,Demorado
620,Lissy,Ramos,37000.000000,HY456Demorado,ExecutiveClass,Demorado
621,Odessa,González,50000.000000,HY456Demorado,ExecutiveClass,Demorado
622,Hestia,Muñoz,18000.000000,HY456Demorado,ExecutiveClass,Demorado
623,Dorotea,Rojas,10000.000000,HY456Demorado,ExecutiveClass,Demorado
624,Giraud,Díaz,15000.000000,HY456Demorado,ExecutiveClass,Demorado
625,Tonya,Pérez,37000.000000,HY456Demorado,ExecutiveClass,Demorado
626,Menard,Soto,37000.000000,HY456Demorado,ExecutiveClass,Demorado
627,Nicola,Contreras,12000.000000,HY456Demorado,ExecutiveClass,Demorado
628,Maddy,Silva,25000.000000,HY456Demorado,ExecutiveClass,Demorado
629,Mace,Martínez,18000.000000,HY456Demorado,ExecutiveClass,Demorado
630,Lyndy,Sepúlveda,37000.000000,HY456Demorado,ExecutiveClass,Demorado
631,Ivonne,Morales,20000.000000,HY456Demorado,ExecutiveClass,Demorado
632,Josepha,Rodríguez,20000.000000,HY456Demorado,EconomyClass,Demorado
633,Shandra,López,50000.000000,HY456Demorado,EconomyClass,Demorado
634,Viva,Fuentes,25000.000000,HY456Demorado,EconomyClass,Demorado
635,Sherwin,Hernández,10000.000000,HY456Demorado,EconomyClass,Demorado
636,Abigail,Torres,18000.000000,HY456Demorado,EconomyClass,Demorado
637,Rosalia,Araya,18000.000000,HY456Demorado,EconomyClass,Demorado
638,Merissa,Flores,25000.000000,HY456Demorado,EconomyClass,Demorado
639,Marylee,Espinoza,50000.000000,HY456Demorado,EconomyClass,Demorado
640,Wolfy,Valenzuela,33000.000000,HY456Demorado,EconomyClass,Demorado
641,Maia,Castillo,10000.000000,HY456Demorado,EconomyClass,Demorado
642,Elinor,Tapia,33000.000000,HY456Demorado,EconomyClass,Demorado
643,Neron,Reyes,42000.000000,HY456Demorado,EconomyClass,Demorado
644,Malachi,Gutiérrez,25000.000000,HY456Demorado,EconomyClass,Demorado
645,Sarajane,Castro,10000.000000,HY456Demorado,EconomyClass,Demorado
646,Arlie,Pizarro,42000.000000,HY456Demorado,EconomyClass,Demorado
647,Felike,Álvarez,12000.000000,HY456Demorado,EconomyClass,Demorado
648,Ethan,Vásquez,12000.000000,HY456Demorado,EconomyClass,Demorado
649,Ruthy,Sánchez,20000.000000,HY456Demorado,EconomyClass,Demorado
650,Hugo,Fernández,30000.000000,HY456Demorado,EconomyClass,Demorado
651,Thorndike,Ramírez,10000.000000,HY456Demorado,EconomyClass,Demorado
652,Cesaro,Carrasco,30000.000000,HY456Demorado,EconomyClass,Demorado
653,Harmonia,Gómez,12000.000000,HY456Demorado,EconomyClass,Demorado
654,Damara,Cortés,12000.000000,HY456Demorado,EconomyClass,Demorado
655,Maddy,Herrera,25000.000000,HY456Demorado,EconomyClass,Demorado
656,Filmer,Núñez,50000.000000,HY456Demorado,EconomyClass,Demorado
657,Boothe,Jara,12000.000000,HY456Demorado,EconomyClass,Demorado
658,Dorrie,Vergara,42000.000000,HY456Demorado,EconomyClass,Demorado
659,Willdon,Rivera,10000.000000,HY456Demorado,EconomyClass,Demorado
660,Cindi,Figueroa,12000.000000,HY456Demorado,EconomyClass,Demorado
661,Shermie,Riquelme,12000.000000,HY456Demorado,EconomyClass,Demorado
662,Byrom,García,42000.000000,HY456Demorado,EconomyClass,Demorado
663,Millie,Miranda,15000.000000,HY456Demorado,EconomyClass,Demorado
664,Natassia,Bravo,42000.000000,HY456Demorado,EconomyClass,Demorado
665,Wheeler,Vera,25000.000000,HY456Demorado,EconomyClass,Demorado
666,Caritta,Molina,12000.000000,HY456Demorado,EconomyClass,Demorado
667,Kennan,Vega,12000.000000,HY456Demorado,EconomyClass,Demorado
668,Katina,Campos,20000.000000,HY456Demorado,EconomyClass,Demorado
669,Beverlee,Sandoval,25000.000000,HY456Demorado,EconomyClass,Demorado
